대화	7	열람실 내에서는 대화를 자제해 주십시오.
규정	7	환불 규정
즉시	7	배변 봉투를 항상 소지하여 배설물을 즉시 수거해 주시기 바랍니다.
심장	7	심장 질환이나 혈압 관련 기저 질환이 있는 분은 참가가 제한됩니다.
진입	7	차량 진입 시 번호판이 자동 인식되므로 주차권을 뽑지 마세요.
안전사고	7	안전사고 예방을 위해 7세 미만 어린이는 보호자가 꼭 지켜봐 주세요.
지식	7	조용한 공간에서 책장을 넘기며 나만의 지식과 생각을 넓혀 보세요.
균형	7	만성 피로와 허리 통증, 근본적인 원인을 찾아 몸의 균형을 되찾으세요.
활짝	7	어르신들을 위한 건강 체조 교실과 서예, 노래 강좌가 활짝 열립니다.
이하	7	어린이 보호구역에서는 시속 30킬로미터 이하로 서행 운전하십시오.
로봇	7	인주시 어린이 로봇 교실 참가자 모집
실습	7	- 내용: 가을철 별자리 강연, 대형 망원경 관측 실습
숲속	7	어린이 숲속 생태 관찰 교실
수강료	7	- 수강료: 무료 (가죽 재료비 15,000원 별도)
상관없	7	기상 상황과 상관없이 야외에서만 탄다.
하며	7	수영복과 수모는 개인이 준비해야 하며 킥판은 무료로 대여합니다.
꽃밭	7	- 교육 내용: 식물 가꾸기 기초, 꽃밭 디자인, 전지 작업 실습
횡단보도	7	인주시는 어린이 보호구역 내 보행자 교통사고를 막기 위해 초등학교 주변 횡단보도를 모두 눈에 잘 띄는 노란색으로 바꾼다. 조사 결과 노란 횡단보도가 설치된 구역에
바깥	7	인주시는 추운 겨울 대중교통을 이용하는 승객들을 위해 시내 버스 정류장 50곳에 발열 의자를 추가 설치했다. 이 의자는 바깥 기온이 15도 이하로 떨어지면 자동으
민간	7	도심 열섬 현상을 줄이고 녹지 공간을 늘리기 위해 인주시가 민간 건물 옥상 녹화 지원 신청을 받는다. 옥상 바닥 면적이 100제곱미터 이상인 건물 옥상에 식물을 
운영하	7	인주시 육아종합지원센터에서 운영하는 장난감 도서관이 부모들의 큰 호응을 얻고 있다. 연회비 1만 원만 내면 고가의 원목 교구와 승용 장난감을 한 번에 2점씩 2주
일상생활	7	인주시는 난청으로 일상생활에 어려움을 겪는 저소득 어르신을 위해 보청기 구입비를 보조해 드린다. 대상은 관내 1년 이상 거주한 65세 이상 기초생활수급자 중 이비
예산	7	인주시는 유기동물 발생을 줄이고 책임 있는 입양 문화를 만들기 위해 반려견 내장형 동물등록 수수료를 전액 지원한다. 관내 지정 동물병원 15곳에 생후 2개월 이상
질병	7	인주시 보건소에서는 갑작스러운 부상이나 질병으로 거동이 불편해진 주민을 위해 수동 휠체어를 무료로 빌려준다. 대여 기간은 기본 1개월이며, 1회에 한해 1개월을 
나누	7	인주시는 도로와 아파트 거치대에 오랫동안 방치된 자전거를 수거하여 깨끗이 고쳐 나누는 사업을 편다. 버려진 자전거 중 쓸 만한 부품을 모아 수리한 '재생 자전거'
잘게	7	(다) 수거된 유리병은 색상별로 분류된 뒤 잘게 부서지는 가공 과정을 거친다.
모래	7	(라) 모인 빗물은 간단한 여과 장치를 거쳐 모래와 이물질을 깨끗이 걸러낸다.
영양분	7	(라) 발효된 퇴비는 흙 속 영양분을 풍부하게 만들어 농작물의 성장을 촉진한다.
약품	7	(가) 이렇게 만든 약품은 공장 굴뚝에서 나오는 유독 가스를 효과적으로 중화한다.
나오	7	(가) 이렇게 만든 약품은 공장 굴뚝에서 나오는 유독 가스를 효과적으로 중화한다.
활용하	7	(라) 이를 해결하기 위해 껍데기를 가공해 산업용 가스 정화제로 활용하는 방안이 마련되었다.
압력	7	(가) 모은 낙엽을 강한 압력으로 단단하게 압축하여 작은 원기둥 모양 펠릿으로 빚어낸다.
낮추	7	(라) 이른바 '도시 광산'이라 불리는 이 기술은 자원 수입 의존도를 낮추는 핵심 대안이다.
보이지	7	(라) 구름이 끼어 태양이 보이지 않는 날에도 흐린 빛을 분석해 위치를 찾아낸다.
간격	7	(다) 이 간격이 달라지면 반사되는 빛의 파장이 바뀌면서 피부색이 순식간에 변하게 된다.
파장	7	(다) 이 간격이 달라지면 반사되는 빛의 파장이 바뀌면서 피부색이 순식간에 변하게 된다.
장애물	7	(나) 박쥐는 시력이 나쁘지만 칠흑 같은 어둠 속에서도 장애물을 피해 빠르게 날아다닌다.
스며들지	7	(가) 물방울이 스며들지 못하고 잎 위를 굴러떨어질 때 표면의 먼지를 함께 쓸고 내려간다.
페인트	7	(다) 이른바 '연잎 효과'라 불리는 이 자정 원리는 방수 페인트와 코팅제 개발에 응용된다.
돌기	7	(라) 연잎 표면에는 눈에 보이지 않는 수많은 미세 돌기와 얇은 왁스 코팅이 덮여 있다.
색소	7	(다) 피부 아래에 있는 수십만 개의 미세 색소 주머니를 뇌 신경으로 직접 늘렸다 줄인다.
힘을	7	(나) 이 미세 구조는 물의 소용돌이를 밀어내어 앞으로 나아가는 힘을 배가시킨다.
포식자	7	(가) 떨어진 꼬리가 몇 분 동안 격렬하게 꿈틀거리며 포식자의 시선을 빼앗는 동안 도망친다.
시선	7	(가) 떨어진 꼬리가 몇 분 동안 격렬하게 꿈틀거리며 포식자의 시선을 빼앗는 동안 도망친다.
정교한	7	(라) 이 정교한 완충 메커니즘은 자동차 충격 흡수 장치와 안전모 개발에 큰 영감을 주었다.
불만	7	(나) 기존의 골목길 가로등은 정해진 시간에 불만 밝히는 단순한 조명이었다.
심어	7	(나) 도심 빌딩 옥상에 잔디와 꽃을 심어 녹지 공간으로 가꾸는 옥상 정원이 늘고 있다.
복합	7	(다) 이에 대응해 편의점이나 카페와 결합한 신개념 복합 무인 점포가 속속 생겨나고 있다.
폭우	7	(나) 아스팔트로 뒤덮인 도시는 폭우가 쏟아지면 빗물이 땅에 스며들지 못해 침수 피해를 겪는다.
경로	7	(가) 대형 화면 앞에서 모국어로 질문하면 인공지능이 음성을 인식해 최적의 이동 경로를 알려준다.
장벽	7	(다) 언어 장벽 없는 스마트 관광 인프라는 도시를 찾는 방문객의 여행 만족도를 높이고 있다.
순환	7	충분한 물을 마시는 것은 몸의 순환뿐만 아니라 두뇌 활동에도 큰 영향을 준다. 우리 뇌는 미세한 수분 부족에도 민감하게 반응하여 피로를 느끼기 쉽다. 체내 수분이
영양	7	우리의 뇌는 몸 전체 무게의 약 2퍼센트에 불과하지만 하루 에너지 소비량의 20퍼센트를 차지한다. 특히 자는 동안에도 뇌 활동이 지속되기 때문에 아침이 되면 에너
바꾸	7	창문을 자주 열어 공기를 바꾸는
사용하	7	오랜 시간 의자에 앉아 컴퓨터를 사용하는 사람들은 허리 통증을 자주 호소한다. 의자 끝에 걸터앉거나 허리를 앞으로 구부정하게 숙이면 척추에 가해지는 압력이 서 있
안구	7	스마트폰이나 컴퓨터 화면을 오랜 시간 집중해서 바라보면 눈의 깜빡임 횟수가 절반 이하로 줄어든다. 이로 인해 눈 표면의 눈물이 말라 안구 건조증이 생기고 눈 근육
통행	7	차량의 통행 속도를 마음껏 올리도록
심는	7	공장 지대나 대형 도로변에서 발생하는 미세먼지는 바람을 타고 주택가로 날아들어 주민 건강을 위협한다. 이를 막기 위해 오염원과 주거 지역 사이에 나무를 빽빽하게 
외곽	7	도시 외곽으로 멀리 날아가는 것을
올라	7	상업 영화관에서는 영화가 끝나면 관객들이 서둘러 자리를 뜨는 것이 일반적이다. 반면 독립 예술 영화관에서는 상영 후 감독과 배우가 무대에 올라 관객과 이야기를 나
살아가	7	패션 무대는 젊은 모델들의 전유물이라는 고정관념을 깨고 은퇴 후 당당하게 런웨이에 서는 시니어 모델들이 늘고 있다. 희끗희끗한 백발과 깊게 파인 주름을 감추지 않
물고기	7	바다에 버려진 폐어망은 바닷속 물고기들을 옭아매고 해양 생태계를 파괴하는 유령 살인자로 불린다. 최근 패션계에서는 이 버려진 그물을 수거하여 깨끗이 세척한 뒤 가
신뢰	7	신뢰를 바탕으로 서로의 이익을 나누는
잎의	7	집 안에서 식물을 가꾸며 마음의 안정을 얻는 사람들이 늘고 있다. 식물에 물을 주고 잎을 닦아 주는 정성 어린 행위는 일상의 스트레스를 완화하고 우울감을 해소하는
지반	7	산비탈에 자라는 나무와 풀의 뿌리는 흙 속 깊숙이 그물처럼 얽혀 토양을 단단히 붙잡아 주는 역할을 한다. 비가 많이 내릴 때 식물이 없는 민둥산은 빗물에 흙이 쉽
유기물	7	과거 냉장 시설이 없던 시절에 인류는 음식이 쉽게 부패하여 버려지는 문제를 겪었다. 그러나 유익한 미생물을 활용한 발효 기술을 발견하면서 음식 보관 기간을 획기적
조상	7	과거 냉장 시설이 없던 시절에 인류는 음식이 쉽게 부패하여 버려지는 문제를 겪었다. 그러나 유익한 미생물을 활용한 발효 기술을 발견하면서 음식 보관 기간을 획기적
국경	7	매년 봄과 가을이 되면 수만 킬로미터를 날아 번식지와 월동지를 오가는 철새들의 긴 여정이 펼쳐진다. 철새들은 이동 과정에서 다양한 지역에 머물며 농작물에 해를 끼
보호하	7	매년 봄과 가을이 되면 수만 킬로미터를 날아 번식지와 월동지를 오가는 철새들의 긴 여정이 펼쳐진다. 철새들은 이동 과정에서 다양한 지역에 머물며 농작물에 해를 끼
못하게	7	가을 추수가 끝나고 남은 볏짚은 농촌에서 소의 여물로 쓰이거나 밭에 뿌려지곤 했다. 최근에는 이 볏짚을 촘촘히 엮어 신선식품 배송에 쓰는 친환경 보냉 완충재로 탈
특성	7	고분자 흡수체는 수분 유지 특성으로 다방면에 쓰인다.
발을	7	발을 동동 구르며
정자	7	마을 어귀에 서 있는 오래된 목조 정자는 여름마다 어르신들의 시원한 그늘막이 되어 주었다. 하지만 오랜 비바람에 기둥이 썩고 마루 바닥이 삐걱거려 안전사고가 우려
화려한	7	가을밤 마을 공원에서 열리기로 한 작은 음악회를 앞두고 무대 설치 비용이 부족해 행사가 취소될 위기에 놓였다. 이 안타까운 소식이 전해지자 인테리어 기술을 가진 
당시	7	발견 당시 상자 안에는 어미 개가 함께 지키고 있었다.
아무런	7	담장은 본래 튼튼하여 태풍에도 아무런 이상이 없었다.
자랑스럽다	7	자랑스럽다
보았다	7	시골 고향 집 헛간 구석에 먼지를 뒤집어쓴 채 비스듬히 기대어 있는 낡은 나무 지게를 보았다. 평생 농사만 지으셨던 할아버지는 새벽마다 이 지게에 거름과 땔감을 
통쾌하다	7	통쾌하다
망치	7	베란다 창고 깊은 상자 속에서 아버지가 쓰시던 쇠망치를 집어 들었다. 목수였던 아버지가 평생 손에 쥐고 일하셨던 망치 자루는 손때가 타 반질반질 윤이 나면서도 손
손주	7	이사 준비를 하다가 찬장 깊은 곳에 보자기로 싸여 있던 외할머니의 놋그릇 세트를 꺼냈다. 놋그릇은 오랜 세월 공기에 닿아 거뭇하게 빛을 잃어 있었지만 묵직한 무게
삼촌	7	다락방을 정리하다가 가죽이 해진 채 먼지를 뒤집어쓴 옛 야구 글러브를 발견했다. 초등학교 입학 선물로 삼촌이 건네주셨던 그 글러브를 처음 손에 끼었을 때, 가슴이
점퍼	7	취업 준비로 몇 번의 낙방을 겪고 풀이 죽어 있을 때 아버지가 젊은 시절 입으셨던 낡은 가죽 점퍼를 꺼내 입어 보았다. 가죽 표면은 비바람에 긁혀 희끗희끗했지만 
항아리	7	시골집 뒤뜰 장독대에 옹기종기 모여 있는 낡은 옹기 항아리들을 바라보았다. 어머니는 이른 아침마다 하얀 무명천으로 항아리 뚜껑을 닦으시며 간장과 된장이 맛있게 익
필통	7	서랍 정리를 하다가 초등학교 졸업식 날 삼촌에게 선물 받았던 낡은 원목 필통을 찾았다. 필통 뚜껑 안쪽에는 당시 좋아하던 짝꿍의 이름과 유치한 낙서들이 연필로 빼
극도	7	나는 어릴 적 야구를 극도로 싫어하여 글러브를 버렸다.
집단	7	이상 기후에 꿀벌 집단 실종, 양봉 농가 '시름'
수산물	7	수산물 원산지 허위 표시 집중 단속, 먹거리 불안 '차단'
마련하	7	관공서 지붕에 주민들을 위한 밭을 마련하여 메마른 도시 공간에 자연의 따뜻함을 불어넣었다.
관아	7	국경 수비대의 무기를 탈취하여 관아를 직접 습격함으로써
심리적	7	개인이 느끼는 심리적 책임감이 여러 사람에게 분산되어
다가라나	6	(다)-(가)-(라)-(나)
두고	6	지현 씨는 어제 지하철에 우산을 두고 내렸습니다. 오늘 분실물 센터에 연락을 했는데 우산이 있었습니다. 지현 씨는 일이 끝난 후에 우산을 찾으러 갈 것입니다.
것도	6	요즘 날씨가 갑자기 추워져서 감기에 걸린 사람이 많습니다. 감기에 걸리지 않으려면 밖에 나갔다 온 후에 손을 깨끗이 씻어야 합니다. 그리고 따뜻한 물을 자주 마시
노란	6	노란 참외를 먹습니다. 달콤한 수박도 아주 맛있습니다.
잎이	6	나무에 초록색 잎이 많이 났습니다. 예쁜 빨간 꽃도 피었습니다.
버려	6	요즘 길에 쓰레기가 많아져서 문제입니다. 쓰레기를 버릴 때는 종류별로 나누어서 버려야 합니다. 종이와 플라스틱을 잘 나누면 환경을 깨끗하게 지킬 수 있습니다. 조
때까지	6	감기에 걸렸을 때는 약을 잘 먹는 것이 중요합니다. 특히 밥을 먹은 후에 정해진 시간에 먹어야 효과가 좋습니다. 몸이 조금 좋아져도 바로 그만 먹으면 안 됩니다.
언제나	6	자전거를 탈 때는 언제나 조심해야 합니다.
좋아하	6	어릴 때 어머니는 아침마다 도시락을 싸 주셨습니다. ㉠ 그날그날 제가 좋아하는 반찬이 하나씩 들어 있었습니다. ㉡ 점심시간이 되면 친구들과 모여서 도시락을 열었습
들어오	6	동아리에 들어오는 방법을 물어보려고
아무	6	쓰레기를 아무 때나 내놓으면 돈을 물 수 있습니다.
순간	6	한국에 온 지 얼마 안 되었을 때 고향 음식이 너무 먹고 싶었습니다. ㉠ 시장을 찾아가서 필요한 재료를 하나씩 사 왔습니다. ㉡ 한 입 먹는 순간 고향에 있는 가
물은	6	건강을 지키려면 날마다 물을 알맞게 마셔야 합니다. 물은 몸속을 깨끗하게 하고 몸이 잘 움직이도록 도와줍니다. 목이 마를 때만 마시지 말고 때를 정해 두고 조금씩
오지	6	저는 버스가 오지 않아서 걸어갔습니다.
힘이	6	아침을 먹으면 하루를 시작하는 힘이 생깁니다. 바쁘다고 아침을 거르면 낮에 집중하기 어렵습니다. 간단하게라도 아침을 챙겨 먹는 습관이 필요합니다. 건강한 하루는 
밤마다	6	저는 밤마다 편의점에서 일합니다.
쥐고	6	젓가락을 쥐고
거품	6	(다) 거품으로 손가락 사이를 잘 닦았습니다.
손가락	6	(다) 거품으로 손가락 사이를 잘 닦았습니다.
악기	6	주말마다 악기를 배우는 덕분에 스트레스가 풀리곤 한다.
충격	6	충격을 줄여 주는 쿠션으로 어디든 사뿐하게 걸으세요.
어깨	6	목과 어깨를 부드럽게 감싸 깊은 잠을 돕습니다.
효과적	6	구석구석 깨끗하게 닦아 충치를 효과적으로 예방하세요.
바퀴	6	두 바퀴로 도심 속을 시원하게 달려 보세요.
디자인	6	손목 위에서 빛나는 세련된 디자인을 경험해 보세요.
자외선	6	강한 햇볕 아래에서도 자외선을 꼼꼼하게 막아 줍니다.
옷장	6	옷장
실시간	6	걸음 수와 심장박동을 실시간으로 기록해 건강을 관리합니다.
물방울	6	미세한 물방울이 코와 목의 답답함을 부드럽게 덜어 줍니다.
감동	6	선명한 고화질 영상으로 집에서도 생생한 감동을 누려 보세요.
주시기	6	사용한 책은 반드시 원래 위치에 반납해 주시기 바랍니다.
사항	6	주의 사항
관람	6	관람 수칙
행동	6	앞 좌석을 발로 차는 행동은 다른 관객에게 방해가 됩니다.
관객	6	앞 좌석을 발로 차는 행동은 다른 관객에게 방해가 됩니다.
공연	6	공연 당일 현장 매표소에서 신분증 확인 후 수령해 주십시오.
이후	6	밤 10시 이후에는 큰 소리로 노래하거나 떠들지 마십시오.
자정	6	평일은 오전 6시부터 자정까지, 주말은 오후 8시까지 운영합니다.
매월	6	매월 둘째 주 월요일은 정기 소독을 위해 문을 열지 않습니다.
도서	6	도서 산간 지역은 기상 상황에 따라 1~2일 더 지연될 수 있습니다.
투명한	6	맞춤형 상담과 세심한 진료로 맑고 투명한 피부를 되찾으세요.
통증	6	답답한 코와 목 통증, 방치하지 마세요.
원하	6	전국 어디든 원하는 날짜에 맞춰 신속하고 정확하게 배달합니다.
컵을	6	장보러 갈 때 장바구니를 챙기고 음료를 살 때는 개인 컵을 사용하세요.
보건소	6	보건소
경제	6	여름철 냉방 온도를 1도만 올려도 지구와 가계 경제를 함께 살립니다.
넘치	6	최신 유산소 기구와 체계적인 근력 운동으로 활력 넘치는 몸을 만드세요.
생명	6	당신이 나눈 따뜻한 피 한 방울이 위급한 환자의 생명을 살립니다.
인주시민	6	- 대상: 인주시민 누구나 (선착순 50명)
일부터	6	- 신청: 10월 1일부터 홈페이지 접수 (참가비 무료)
초등학생	6	- 대상: 초등학생 (선착순 30명)
인원	6	- 인원: 선착순 15명 (재료비 별도 2만 원)
도구	6	- 준비물: 없음 (모든 도구 무료 제공)
생태	6	어린이 숲속 생태 관찰 교실
우선	6	- 정원: 선착순 15명 (인주시 거주 청년 우선)
빌려준다	6	실습용 전자기기를 센터에서 빌려준다.
무상	6	참가비가 들지 않는 무상 행사이다.
농사	6	농사 경험이 있는 사람만 신청할 수 있다.
경험	6	농사 경험이 있는 사람만 신청할 수 있다.
멘토링	6	인주시 꿈나무 멘토링 대학생 봉사단 모집
봉사단	6	인주시 꿈나무 멘토링 대학생 봉사단 모집
소정	6	- 혜택: 봉사활동 시간 인정, 소정의 활동비 지급
기사	6	- 활동 혜택: 기사 채택 시 원고료 지급, 시정 행사 우선 초청
기본	6	- 자격: 스마트폰 기본 앱 활용이 가능한 성인 (초보 봉사자 교육 실시)
단원	6	인주 시민 오케스트라 신입 단원 모집
우수한	6	우수한 태도를 보인 사람에게 상을 건넨다.
태도	6	우수한 태도를 보인 사람에게 상을 건넨다.
돕기	6	인주시는 미세먼지 배출을 줄이고 교통약자의 이동 편의를 돕기 위해 시내버스 노선에 친환경 전기 저상버스를 대거 도입한다. 새 버스는 계단이 없어 휠체어나 유모차를
교통사고	6	인주시는 어린이 보호구역 내 보행자 교통사고를 막기 위해 초등학교 주변 횡단보도를 모두 눈에 잘 띄는 노란색으로 바꾼다. 조사 결과 노란 횡단보도가 설치된 구역에
설치된	6	인주시는 어린이 보호구역 내 보행자 교통사고를 막기 위해 초등학교 주변 횡단보도를 모두 눈에 잘 띄는 노란색으로 바꾼다. 조사 결과 노란 횡단보도가 설치된 구역에
횡단보	6	인주시는 어린이 보호구역 내 보행자 교통사고를 막기 위해 초등학교 주변 횡단보도를 모두 눈에 잘 띄는 노란색으로 바꾼다. 조사 결과 노란 횡단보도가 설치된 구역에
신형	6	신형 설비는 불꽃을 감지하는 기능이 빠져 있다.
빠져	6	신형 설비는 불꽃을 감지하는 기능이 빠져 있다.
직원	6	주민센터 직원이 직접 페트병을 수거하여 정산한다.
처리	6	인주시 육아종합지원센터에서 운영하는 장난감 도서관이 부모들의 큰 호응을 얻고 있다. 연회비 1만 원만 내면 고가의 원목 교구와 승용 장난감을 한 번에 2점씩 2주
주방	6	인주시 서구청에서는 고장 난 우산과 무뎌진 주방 칼을 고쳐 주는 '찾아가는 수리 센터'를 운영한다. 기술을 가진 어르신 일자리 참여자들이 각 동 주민센터를 순회하
발생하지	6	비치된 연장을 빌리는 데 비용이 발생하지 않는다.
손쉽게	6	입지 않는 옷을 손쉽게 기부할 수 있는 '의류 나눔 무인 단말기'가 인주시청 광장에 마련되었다. 깨끗하게 세탁된 헌 옷을 넣고 전화번호를 입력하면 기부 영수증이 
취약계층	6	입지 않는 옷을 손쉽게 기부할 수 있는 '의류 나눔 무인 단말기'가 인주시청 광장에 마련되었다. 깨끗하게 세탁된 헌 옷을 넣고 전화번호를 입력하면 기부 영수증이 
